"code","phecode_unrolled"
"401.1","401"
"401.2","401.2"
"401.2","401"
"401.21","401.21"
"401.21","401.2"
"401.21","401"
"401.22","401.22"
"401.22","401.2"
"401.22","401"
"401.3","401.3"
"401.3","401"
"402","402"
"411","411"
"411.2","411.2"
"411.2","411"
"411.3","411.3"
"411.3","411"
"411.4","411.4"
"411.4","411"
"411.41","411.41"
"411.41","411.4"
"411.41","411"
"411.8","411.8"
"411.8","411"
"414","414"
"414.2","414.2"
"414.2","414"
"415","415"
"415.1","415.1"
"415.1","415"
"415.11","415.11"
"415.11","415.1"
"415.11","415"
"415.2","415.2"
"415.2","415"
"415.21","415.21"
"415.21","415.2"
"415.21","415"
"416","416"
"418","418"
"418.1","418.1"
"418.1","418"
"420","420"
"420.1","420.1"
"420.1","420"
"420.2","420.2"
"420.2","420"
"420.3","420.3"
"420.3","420"
"425","425"
"425.1","425.1"
"425.1","425"
"425.11","425.11"
"425.11","425.1"
"425.11","425"
"425.12","425.12"
"425.12","425.1"
"425.12","425"
"425.2","425.2"
"425.2","425"
"426","426"
"426.2","426.2"
"426.2","426"
"426.21","426.21"
"426.21","426.2"
"426.21","426"
"426.22","426.22"
"426.22","426.2"
"426.22","426"
"426.23","426.23"
"426.23","426.2"
"426.23","426"
"426.24","426.24"
"426.24","426.2"
"426.24","426"
"426.25","426.25"
"426.25","426.2"
"426.25","426"
"426.3","426.3"
"426.3","426"
"426.31","426.31"
"426.31","426.3"
"426.31","426"
"426.32","426.32"
"426.32","426.3"
"426.32","426"
"426.4","426.4"
"426.4","426"
"426.7","426.7"
"426.7","426"
"426.8","426.8"
"426.8","426"
"426.9","426.9"
"426.9","426"
"426.91","426.91"
"426.91","426.9"
"426.91","426"
"426.92","426.92"
"426.92","426.9"
"426.92","426"
"427","427"
"427.1","427.1"
"427.1","427"
"427.11","427.11"
"427.11","427.1"
"427.11","427"
"427.12","427.12"
"427.12","427.1"
"427.12","427"
"427.2","427.2"
"427.2","427"
"427.21","427.21"
"427.21","427.2"
"427.21","427"
"427.22","427.22"
"427.22","427.2"
"427.22","427"
"427.3","427.3"
"427.3","427"
"427.4","427.4"
"427.4","427"
"427.41","427.41"
"427.41","427.4"
"427.41","427"
"427.42","427.42"
"427.42","427.4"
"427.42","427"
"427.5","427.5"
"427.5","427"
"427.6","427.6"
"427.6","427"
"427.61","427.61"
"427.61","427.6"
"427.61","427"
"427.7","427.7"
"427.7","427"
"427.8","427.8"
"427.8","427"
"427.9","427.9"
"427.9","427"
"428","428"
"428.1","428.1"
"428.1","428"
"428.2","428.2"
"428.2","428"
"428.3","428.3"
"428.3","428"
"428.4","428.4"
"428.4","428"
"429","429"
"429.1","429.1"
"429.1","429"
"429.2","429.2"
"429.2","429"
"429.3","429.3"
"429.3","429"
"429.9","429.9"
"429.9","429"
"430","430"
"430.1","430.1"
"430.1","430"
"430.2","430.2"
"430.2","430"
"430.3","430.3"
"430.3","430"
"433","433"
"433.1","433.1"
"433.1","433"
"433.11","433.11"
"433.11","433.1"
"433.11","433"
"433.2","433.2"
"433.2","433"
"433.21","433.21"
"433.21","433.2"
"433.21","433"
"433.3","433.3"
"433.3","433"
"433.31","433.31"
"433.31","433.3"
"433.31","433"
"433.32","433.32"
"433.32","433.3"
"433.32","433"
"433.5","433.5"
"433.5","433"
"433.6","433.6"
"433.6","433"
"433.8","433.8"
"433.8","433"
"440","440"
"440.1","440.1"
"440.1","440"
"440.2","440.2"
"440.2","440"
"441","441"
"441.1","441.1"
"441.1","441"
"441.2","441.2"
"441.2","441"
"442","442"
"442.1","442.1"
"442.1","442"
"442.4","442.4"
"442.4","442"
"442.8","442.8"
"442.8","442"
"443","443"
"443.1","443.1"
"443.1","443"
"443.8","443.8"
"443.8","443"
"443.9","443.9"
"443.9","443"
"444","444"
"444.1","444.1"
"444.1","444"
"444.2","444.2"
"444.2","444"
"444.5","444.5"
"444.5","444"
"446","446"
"446.2","446.2"
"446.2","446"
"446.4","446.4"
"446.4","446"
"446.6","446.6"
"446.6","446"
"446.7","446.7"
"446.7","446"
"446.8","446.8"
"446.8","446"
"446.9","446.9"
"446.9","446"
"447","447"
"447.1","447.1"
"447.1","447"
"447.7","447.7"
"447.7","447"
"448","448"
"450","450"
"451","451"
"451.2","451.2"
"451.2","451"
"452","452"
"452.1","452.1"
"452.1","452"
"452.2","452.2"
"452.2","452"
"454","454"
"454.1","454.1"
"454.1","454"
"455","455"
"456","456"
"457","457"
"457.3","457.3"
"457.3","457"
"458","458"
"458.1","458.1"
"458.1","458"
"458.2","458.2"
"458.2","458"
"458.9","458.9"
"458.9","458"
"459","459"
"459.1","459.1"
"459.1","459"
"459.7","459.7"
"459.7","459"
"459.9","459.9"
"459.9","459"
"464","464"
"465","465"
"465.1","465.1"
"465.1","465"
"465.2","465.2"
"465.2","465"
"465.3","465.3"
"465.3","465"
"465.4","465.4"
"465.4","465"
"470","470"
"471","471"
"472","472"
"473","473"
"473.1","473.1"
"473.1","473"
"473.3","473.3"
"473.3","473"
"473.4","473.4"
"473.4","473"
"474","474"
"474.1","474.1"
"474.1","474"
"474.2","474.2"
"474.2","474"
"474.21","474.21"
"474.21","474.2"
"474.21","474"
"474.22","474.22"
"474.22","474.2"
"474.22","474"
"474.23","474.23"
"474.23","474.2"
"474.23","474"
"475","475"
"475.9","475.9"
"475.9","475"
"476","476"
"477","477"
"478","478"
"479","479"
"479.1","479.1"
"479.1","479"
"479.2","479.2"
"479.2","479"
"479.3","479.3"
"479.3","479"
"479.4","479.4"
"479.4","479"
"479.5","479.5"
"479.5","479"
"479.6","479.6"
"479.6","479"
"480","480"
"480.1","480.1"
"480.1","480"
"480.11","480.11"
"480.11","480.1"
"480.11","480"
"480.12","480.12"
"480.12","480.1"
"480.12","480"
"480.13","480.13"
"480.13","480.1"
"480.13","480"
"480.2","480.2"
"480.2","480"
"480.3","480.3"
"480.3","480"
"480.5","480.5"
"480.5","480"
"481","481"
"481.1","481.1"
"481.1","481"
"481.2","481.2"
"481.2","481"
"482","482"
"483","483"
"483.2","483.2"
"483.2","483"
"483.3","483.3"
"483.3","483"
"483.4","483.4"
"483.4","483"
"495","495"
"495.1","495.1"
"495.1","495"
"495.11","495.11"
"495.11","495.1"
"495.11","495"
"495.2","495.2"
"495.2","495"
"496","496"
"496.1","496.1"
"496.1","496"
"496.2","496.2"
"496.2","496"
"496.21","496.21"
"496.21","496.2"
"496.21","496"
"496.3","496.3"
"496.3","496"
"497","497"
"498","498"
"499","499"
"500","500"
"500.1","500.1"
"500.1","500"
"500.2","500.2"
"500.2","500"
"501","501"
"502","502"
"503","503"
"504","504"
"504.1","504.1"
"504.1","504"
"505","505"
"506","506"
"507","507"
"508","508"
"509","509"
"509.1","509.1"
"509.1","509"
"509.2","509.2"
"509.2","509"
"509.3","509.3"
"509.3","509"
"509.5","509.5"
"509.5","509"
"509.8","509.8"
"509.8","509"
"510","510"
"510.2","510.2"
"510.2","510"
"512","512"
"512.1","512.1"
"512.1","512"
"512.2","512.2"
"512.2","512"
"512.3","512.3"
"512.3","512"
"512.7","512.7"
"512.7","512"
"512.8","512.8"
"512.8","512"
"512.9","512.9"
"512.9","512"
"513","513"
"513.3","513.3"
"513.3","513"
"513.31","513.31"
"513.31","513.3"
"513.31","513"
"513.32","513.32"
"513.32","513.3"
"513.32","513"
"513.4","513.4"
"513.4","513"
"513.8","513.8"
"513.8","513"
"514","514"
"514.1","514.1"
"514.1","514"
"514.2","514.2"
"514.2","514"
"516","516"
"516.1","516.1"
"516.1","516"
"519","519"
"519.1","519.1"
"519.1","519"
"519.2","519.2"
"519.2","519"
"519.8","519.8"
"519.8","519"
"519.9","519.9"
"519.9","519"
"520","520"
"520.1","520.1"
"520.1","520"
"520.2","520.2"
"520.2","520"
"520.3","520.3"
"520.3","520"
"521","521"
"521.1","521.1"
"521.1","521"
"521.2","521.2"
"521.2","521"
"521.4","521.4"
"521.4","521"
"522","522"
"522.1","522.1"
"522.1","522"
"522.5","522.5"
"522.5","522"
"523","523"
"523.1","523.1"
"523.1","523"
"523.3","523.3"
"523.3","523"
"523.31","523.31"
"523.31","523.3"
"523.31","523"
"523.32","523.32"
"523.32","523.3"
"523.32","523"
"524","524"
"524.3","524.3"
"524.3","524"
"525","525"
"525.1","525.1"
"525.1","525"
"525.2","525.2"
"525.2","525"
"526","526"
"526.1","526.1"
"526.1","526"
"526.3","526.3"
"526.3","526"
"526.4","526.4"
"526.4","526"
"526.41","526.41"
"526.41","526.4"
"526.41","526"
"526.42","526.42"
"526.42","526.4"
"526.42","526"
"526.5","526.5"
"526.5","526"
"526.9","526.9"
"526.9","526"
"527","527"
"527.1","527.1"
"527.1","527"
"527.2","527.2"
"527.2","527"
"527.7","527.7"
"527.7","527"
"527.8","527.8"
"527.8","527"
"528","528"
"528.1","528.1"
"528.1","528"
"528.11","528.11"
"528.11","528.1"
"528.11","528"
"528.12","528.12"
"528.12","528.1"
"528.12","528"
"528.3","528.3"
"528.3","528"
"528.4","528.4"
"528.4","528"
"528.41","528.41"
"528.41","528.4"
"528.41","528"
"528.5","528.5"
"528.5","528"
"528.6","528.6"
"528.6","528"
"528.7","528.7"
"528.7","528"
"529","529"
"529.1","529.1"
"529.1","529"
"529.6","529.6"
"529.6","529"
"530","530"
"530.1","530.1"
"530.1","530"
"530.11","530.11"
"530.11","530.1"
"530.11","530"
"530.12","530.12"
"530.12","530.1"
"530.12","530"
"530.14","530.14"
"530.14","530.1"
"530.14","530"
"530.15","530.15"
"530.15","530.1"
"530.15","530"
"530.2","530.2"
"530.2","530"
"530.3","530.3"
"530.3","530"
"530.5","530.5"
"530.5","530"
"530.7","530.7"
"530.7","530"
"530.9","530.9"
"530.9","530"
"531","531"
"531.1","531.1"
"531.1","531"
"531.2","531.2"
"531.2","531"
"531.3","531.3"
"531.3","531"
"531.4","531.4"
"531.4","531"
"532","532"
"535","535"
"535.1","535.1"
"535.1","535"
"535.2","535.2"
"535.2","535"
"535.6","535.6"
"535.6","535"
"535.8","535.8"
"535.8","535"
"535.9","535.9"
"535.9","535"
"536","536"
"536.3","536.3"
"536.3","536"
"536.7","536.7"
"536.7","536"
"536.8","536.8"
"536.8","536"
"537","537"
"539","539"
"540","540"
"540.1","540.1"
"540.1","540"
"540.11","540.11"
"540.11","540.1"
"540.11","540"
"550","550"
"550.1","550.1"
"550.1","550"
"550.2","550.2"
"550.2","550"
"550.3","550.3"
"550.3","550"
"550.4","550.4"
"550.4","550"
"550.5","550.5"
"550.5","550"
"550.6","550.6"
"550.6","550"
"555","555"
"555.1","555.1"
"555.1","555"
"555.2","555.2"
"555.2","555"
"555.21","555.21"
"555.21","555.2"
"555.21","555"
"556","556"
"556.1","556.1"
"556.1","556"
"557","557"
"557.1","557.1"
"557.1","557"
"558","558"
"559","559"
"560","560"
"560.1","560.1"
"560.1","560"
"560.2","560.2"
"560.2","560"
"560.21","560.21"
"560.21","560.2"
"560.21","560"
"560.22","560.22"
"560.22","560.2"
"560.22","560"
"560.3","560.3"
"560.3","560"
"560.4","560.4"
"560.4","560"
"560.41","560.41"
"560.41","560.4"
"560.41","560"
"560.42","560.42"
"560.42","560.4"
"560.42","560"
"561","561"
"561.1","561.1"
"561.1","561"
"561.2","561.2"
"561.2","561"
"562","562"
"562.1","562.1"
"562.1","562"
"563","563"
"564","564"
"564.1","564.1"
"564.1","564"
"564.8","564.8"
"564.8","564"
"564.9","564.9"
"564.9","564"
"565","565"
"565.1","565.1"
"565.1","565"
"567","567"
"568","568"
"568.1","568.1"
"568.1","568"
"569","569"
"569.1","569.1"
"569.1","569"
"569.2","569.2"
"569.2","569"
"571","571"
"571.5","571.5"
"571.5","571"
"571.51","571.51"
"571.51","571.5"
"571.51","571"
"571.6","571.6"
"571.6","571"
"571.8","571.8"
"571.8","571"
"571.81","571.81"
"571.81","571.8"
"571.81","571"
"572","572"
"573","573"
"573.1","573.1"
"573.1","573"
"573.2","573.2"
"573.2","573"
"573.3","573.3"
"573.3","573"
"573.4","573.4"
"573.4","573"
"573.5","573.5"
"573.5","573"
"573.6","573.6"
"573.6","573"
"573.7","573.7"
"573.7","573"
"573.9","573.9"
"573.9","573"
"574","574"
"574.1","574.1"
"574.1","574"
"574.11","574.11"
"574.11","574.1"
"574.11","574"
"574.12","574.12"
"574.12","574.1"
"574.12","574"
"574.2","574.2"
"574.2","574"
"574.3","574.3"
"574.3","574"
"575","575"
"575.1","575.1"
"575.1","575"
"575.2","575.2"
"575.2","575"
"575.6","575.6"
"575.6","575"
"575.7","575.7"
"575.7","575"
"575.8","575.8"
"575.8","575"
"575.9","575.9"
"575.9","575"
"577","577"
"577.1","577.1"
"577.1","577"
"577.2","577.2"
"577.2","577"
"577.3","577.3"
"577.3","577"
"578","578"
"578.1","578.1"
"578.1","578"
"578.2","578.2"
"578.2","578"
"578.8","578.8"
"578.8","578"
"578.9","578.9"
"578.9","578"
"579","579"
"579.2","579.2"
"579.2","579"
"579.8","579.8"
"579.8","579"
"580","580"
"580.1","580.1"
"580.1","580"
"580.11","580.11"
"580.11","580.1"
"580.11","580"
"580.12","580.12"
"580.12","580.1"
"580.12","580"
"580.13","580.13"
"580.13","580.1"
"580.13","580"
"580.14","580.14"
"580.14","580.1"
"580.14","580"
"580.2","580.2"
"580.2","580"
"580.3","580.3"
"580.3","580"
"580.31","580.31"
"580.31","580.3"
"580.31","580"
"580.32","580.32"
"580.32","580.3"
"580.32","580"
"580.4","580.4"
"580.4","580"
"583","583"
"584","584"
"584.1","584.1"
"584.1","584"
"584.2","584.2"
"584.2","584"
"585","585"
"585.1","585.1"
"585.1","585"
"585.2","585.2"
"585.2","585"
"585.3","585.3"
"585.3","585"
"585.31","585.31"
"585.31","585.3"
"585.31","585"
"585.32","585.32"
"585.32","585.3"
"585.32","585"
"585.4","585.4"
"585.4","585"
"586","586"
"586.1","586.1"
"586.1","586"
"586.11","586.11"
"586.11","586.1"
"586.11","586"
"586.12","586.12"
"586.12","586.1"
"586.12","586"
"586.2","586.2"
"586.2","586"
"586.3","586.3"
"586.3","586"
"586.4","586.4"
"586.4","586"
"587","587"
"588","588"
"588.1","588.1"
"588.1","588"
"588.2","588.2"
"588.2","588"
"589","589"
"590","590"
"591","591"
"592","592"
"592.1","592.1"
"592.1","592"
"592.11","592.11"
"592.11","592.1"
"592.11","592"
"592.12","592.12"
"592.12","592.1"
"592.12","592"
"592.13","592.13"
"592.13","592.1"
"592.13","592"
"592.2","592.2"
"592.2","592"
"593","593"
"593.1","593.1"
"593.1","593"
"593.2","593.2"
"593.2","593"
"594","594"
"594.1","594.1"
"594.1","594"
"594.2","594.2"
"594.2","594"
"594.3","594.3"
"594.3","594"
"594.8","594.8"
"594.8","594"
"595","595"
"596","596"
"596.1","596.1"
"596.1","596"
"596.5","596.5"
"596.5","596"
"597","597"
"597.1","597.1"
"597.1","597"
"597.2","597.2"
"597.2","597"
"598","598"
"598.9","598.9"
"598.9","598"
"599","599"
"599.1","599.1"
"599.1","599"
"599.2","599.2"
"599.2","599"
"599.3","599.3"
"599.3","599"
"599.4","599.4"
"599.4","599"
"599.41","599.41"
"599.41","599.4"
"599.41","599"
"599.42","599.42"
"599.42","599.4"
"599.42","599"
"599.5","599.5"
"599.5","599"
"599.6","599.6"
"599.6","599"
"599.7","599.7"
"599.7","599"
"599.8","599.8"
"599.8","599"
"599.9","599.9"
"599.9","599"
"600","600"
"601","601"
"601.3","601.3"
"601.3","601"
"601.4","601.4"
"601.4","601"
"601.8","601.8"
"601.8","601"
"602","602"
"603","603"
"603.1","603.1"
"603.1","603"
"603.2","603.2"
"603.2","603"
"603.3","603.3"
"603.3","603"
"603.4","603.4"
"603.4","603"
"604","604"
"604.1","604.1"
"604.1","604"
"605","605"
"608","608"
"609","609"
"610","610"
"610.1","610.1"
"610.1","610"
"610.2","610.2"
"610.2","610"
"610.4","610.4"
"610.4","610"
"610.8","610.8"
"610.8","610"
"611","611"
"611.1","611.1"
"611.1","611"
"611.3","611.3"
"611.3","611"
"612","612"
"612.1","612.1"
"612.1","612"
"612.2","612.2"
"612.2","612"
"612.3","612.3"
"612.3","612"
"613","613"
"613.1","613.1"
"613.1","613"
"613.5","613.5"
"613.5","613"
"613.7","613.7"
"613.7","613"
"613.8","613.8"
"613.8","613"
"613.9","613.9"
"613.9","613"
"614","614"
"614.1","614.1"
"614.1","614"
"614.3","614.3"
"614.3","614"
"614.31","614.31"
"614.31","614.3"
"614.31","614"
"614.32","614.32"
"614.32","614.3"
"614.32","614"
"614.33","614.33"
"614.33","614.3"
"614.33","614"
"614.4","614.4"
"614.4","614"
"614.5","614.5"
"614.5","614"
"614.51","614.51"
"614.51","614.5"
"614.51","614"
"614.52","614.52"
"614.52","614.5"
"614.52","614"
"614.53","614.53"
"614.53","614.5"
"614.53","614"
"614.54","614.54"
"614.54","614.5"
"614.54","614"
"615","615"
"617","617"
"618","618"
"619","619"
"619.1","619.1"
"619.1","619"
"619.2","619.2"
"619.2","619"
"619.3","619.3"
"619.3","619"
"619.4","619.4"
"619.4","619"
"619.5","619.5"
"619.5","619"
"622","622"
"623","623"
"624","624"
"624.9","624.9"
"624.9","624"
"625","625"
"625.1","625.1"
"625.1","625"
"626","626"
"626.1","626.1"
"626.1","626"
"626.11","626.11"
"626.11","626.1"
"626.11","626"
"626.12","626.12"
"626.12","626.1"
"626.12","626"
"626.13","626.13"
"626.13","626.1"
"626.13","626"
"626.14","626.14"
"626.14","626.1"
"626.14","626"
"626.15","626.15"
"626.15","626.1"
"626.15","626"
"626.2","626.2"
"626.2","626"
"626.21","626.21"
"626.21","626.2"
"626.21","626"
"626.4","626.4"
"626.4","626"
"626.8","626.8"
"626.8","626"
"627","627"
"627.4","627.4"
"627.4","627"
"627.5","627.5"
"627.5","627"
"628","628"
"634","634"
"634.1","634.1"
"634.1","634"
"635","635"
"636","636"
"636.1","636.1"
"636.1","636"
"636.2","636.2"
"636.2","636"
"636.3","636.3"
"636.3","636"
"636.8","636.8"
"636.8","636"
"637","637"
"638","638"
"639","639"
"642","642"
"642.1","642.1"
"642.1","642"
"643","643"
"643.1","643.1"
"643.1","643"
"644","644"
"645","645"
"646","646"
"647","647"
"647.1","647.1"
"647.1","647"
"647.3","647.3"
"647.3","647"
"649","649"
"649.1","649.1"
"649.1","649"
"650","650"
"651","651"
"652","652"
"653","653"
"654","654"
"654.1","654.1"
"654.1","654"
"654.2","654.2"
"654.2","654"
"655","655"
"655.1","655.1"
"655.1","655"
"656","656"
"656.1","656.1"
"656.1","656"
"656.2","656.2"
"656.2","656"
"656.21","656.21"
"656.21","656.2"
"656.21","656"
"656.22","656.22"
"656.22","656.2"
"656.22","656"
"656.23","656.23"
"656.23","656.2"
"656.23","656"
"656.26","656.26"
"656.26","656.2"
"656.26","656"
"656.261","656.261"
"656.261","656.26"
"656.261","656.2"
"656.261","656"
"656.262","656.262"
"656.262","656.26"
"656.262","656.2"
"656.262","656"
"656.263","656.263"
"656.263","656.26"
"656.263","656.2"
"656.263","656"
"656.3","656.3"
"656.3","656"
"656.31","656.31"
"656.31","656.3"
"656.31","656"
"656.32","656.32"
"656.32","656.3"
"656.32","656"
"656.33","656.33"
"656.33","656.3"
"656.33","656"
"656.34","656.34"
"656.34","656.3"
"656.34","656"
"656.35","656.35"
"656.35","656.3"
"656.35","656"
"656.36","656.36"
"656.36","656.3"
"656.36","656"
"656.37","656.37"
"656.37","656.3"
"656.37","656"
"656.38","656.38"
"656.38","656.3"
"656.38","656"
"656.39","656.39"
"656.39","656.3"
"656.39","656"
"656.3A","656.3A"
"656.3A","656.3"
"656.3A","656"
"656.4","656.4"
"656.4","656"
"656.41","656.41"
"656.41","656.4"
"656.41","656"
"656.42","656.42"
"656.42","656.4"
"656.42","656"
"656.43","656.43"
"656.43","656.4"
"656.43","656"
"656.44","656.44"
"656.44","656.4"
"656.44","656"
"656.45","656.45"
"656.45","656.4"
"656.45","656"
"656.5","656.5"
"656.5","656"
"656.51","656.51"
"656.51","656.5"
"656.51","656"
"656.52","656.52"
"656.52","656.5"
"656.52","656"
"656.53","656.53"
"656.53","656.5"
"656.53","656"
"656.54","656.54"
"656.54","656.5"
"656.54","656"
"656.55","656.55"
"656.55","656.5"
"656.55","656"
"656.56","656.56"
"656.56","656.5"
"656.56","656"
"656.6","656.6"
"656.6","656"
"656.61","656.61"
"656.61","656.6"
"656.61","656"
"656.62","656.62"
"656.62","656.6"
"656.62","656"
"656.63","656.63"
"656.63","656.6"
"656.63","656"
"656.64","656.64"
"656.64","656.6"
"656.64","656"
"656.65","656.65"
"656.65","656.6"
"656.65","656"
"656.7","656.7"
"656.7","656"
"656.71","656.71"
"656.71","656.7"
"656.71","656"
"656.72","656.72"
"656.72","656.7"
"656.72","656"
"656.721","656.721"
"656.721","656.72"
"656.721","656.7"
"656.721","656"
"656.722","656.722"
"656.722","656.72"
"656.722","656.7"
"656.722","656"
"656.723","656.723"
"656.723","656.72"
"656.723","656.7"
"656.723","656"
"656.8","656.8"
"656.8","656"
"656.81","656.81"
"656.81","656.8"
"656.81","656"
"656.82","656.82"
"656.82","656.8"
"656.82","656"
"656.9","656.9"
"656.9","656"
"656.91","656.91"
"656.91","656.9"
"656.91","656"
"656.92","656.92"
"656.92","656.9"
"656.92","656"
"656.A","656.A"
"656.A","656"
"656.B","656.B"
"656.B","656"
"656.C","656.C"
"656.C","656"
"656.D","656.D"
"656.D","656"
"656.E","656.E"
"656.E","656"
"656.F","656.F"
"656.F","656"
"657","657"
"657.1","657.1"
"657.1","657"
"657.2","657.2"
"657.2","657"
"657.3","657.3"
"657.3","657"
"657.4","657.4"
"657.4","657"
"657.5","657.5"
"657.5","657"
"657.6","657.6"
"657.6","657"
"658","658"
"658.1","658.1"
"658.1","658"
"658.2","658.2"
"658.2","658"
"658.3","658.3"
"658.3","658"
"658.4","658.4"
"658.4","658"
"658.5","658.5"
"658.5","658"
"658.6","658.6"
"658.6","658"
"658.7","658.7"
"658.7","658"
"658.8","658.8"
"658.8","658"
"658.9","658.9"
"658.9","658"
"658.A","658.A"
"658.A","658"
"658.B","658.B"
"658.B","658"
"658.C","658.C"
"658.C","658"
"658.D","658.D"
"658.D","658"
"658.E","658.E"
"658.E","658"
"658.F","658.F"
"658.F","658"
"658.G","658.G"
"658.G","658"
"658.H","658.H"
"658.H","658"
"658.I","658.I"
"658.I","658"
"658.J","658.J"
"658.J","658"
"661","661"
"661.1","661.1"
"661.1","661"
"661.2","661.2"
"661.2","661"
"661.3","661.3"
"661.3","661"
"661.4","661.4"
"661.4","661"
"661.5","661.5"
"661.5","661"
"661.6","661.6"
"661.6","661"
"663","663"
"665","665"
"668","668"
"669","669"
"671","671"
"674","674"
"676","676"
"679","679"
"681","681"
"681.1","681.1"
"681.1","681"
"681.2","681.2"
"681.2","681"
"681.3","681.3"
"681.3","681"
"681.5","681.5"
"681.5","681"
"681.6","681.6"
"681.6","681"
"681.7","681.7"
"681.7","681"
"686","686"
"686.1","686.1"
"686.1","686"
"686.2","686.2"
"686.2","686"
"686.3","686.3"
"686.3","686"
"686.4","686.4"
"686.4","686"
"686.5","686.5"
"686.5","686"
"687","687"
"687.1","687.1"
"687.1","687"
"687.2","687.2"
"687.2","687"
"687.3","687.3"
"687.3","687"
"687.4","687.4"
"687.4","687"
"689","689"
"690","690"
"690.1","690.1"
"690.1","690"
"691","691"
"691.1","691.1"
"691.1","691"
"691.3","691.3"
"691.3","691"
"694","694"
"694.1","694.1"
"694.1","694"
"694.2","694.2"
"694.2","694"
"695","695"
"695.1","695.1"
"695.1","695"
"695.2","695.2"
"695.2","695"
"695.3","695.3"
"695.3","695"
"695.4","695.4"
"695.4","695"
"695.41","695.41"
"695.41","695.4"
"695.41","695"
"695.42","695.42"
"695.42","695.4"
"695.42","695"
"695.7","695.7"
"695.7","695"
"695.8","695.8"
"695.8","695"
"695.81","695.81"
"695.81","695.8"
"695.81","695"
"695.9","695.9"
"695.9","695"
"696","696"
"696.2","696.2"
"696.2","696"
"696.3","696.3"
"696.3","696"
"696.4","696.4"
"696.4","696"
"696.41","696.41"
"696.41","696.4"
"696.41","696"
"696.42","696.42"
"696.42","696.4"
"696.42","696"
"697","697"
"698","698"
"700","700"
"701","701"
"701.1","701.1"
"701.1","701"
"701.2","701.2"
"701.2","701"
"701.3","701.3"
"701.3","701"
"701.4","701.4"
"701.4","701"
"701.5","701.5"
"701.5","701"
"701.6","701.6"
"701.6","701"
"702","702"
"702.1","702.1"
"702.1","702"
"702.2","702.2"
"702.2","702"
"702.4","702.4"
"702.4","702"
"703","703"
"703.1","703.1"
"703.1","703"
"704","704"
"704.1","704.1"
"704.1","704"
"704.11","704.11"
"704.11","704.1"
"704.11","704"
"704.12","704.12"
"704.12","704.1"
"704.12","704"
"704.2","704.2"
"704.2","704"
"704.8","704.8"
"704.8","704"
"705","705"
"705.1","705.1"
"705.1","705"
"705.3","705.3"
"705.3","705"
"705.8","705.8"
"705.8","705"
"706","706"
"706.1","706.1"
"706.1","706"
"706.2","706.2"
"706.2","706"
"706.3","706.3"
"706.3","706"
"706.8","706.8"
"706.8","706"
"707","707"
"709","709"
"709.2","709.2"
"709.2","709"
"709.3","709.3"
"709.3","709"
"709.5","709.5"
"709.5","709"
"709.6","709.6"
"709.6","709"
"709.7","709.7"
"709.7","709"
"710","710"
"710.1","710.1"
"710.1","710"
"710.11","710.11"
"710.11","710.1"
"710.11","710"
"710.12","710.12"
"710.12","710.1"
"710.12","710"
"710.19","710.19"
"710.19","710.1"
"710.19","710"
"710.2","710.2"
"710.2","710"
"711","711"
"711.1","711.1"
"711.1","711"
"711.2","711.2"
"711.2","711"
"711.3","711.3"
"711.3","711"
"712","712"
"713","713"
"714","714"
"714.1","714.1"
"714.1","714"
"714.2","714.2"
"714.2","714"
"714.21","714.21"
"714.21","714.2"
"714.21","714"
"714.22","714.22"
"714.22","714.2"
"714.22","714"
"714.23","714.23"
"714.23","714.2"
"714.23","714"
"715","715"
"715.1","715.1"
"715.1","715"
"715.2","715.2"
"715.2","715"
"716","716"
"716.1","716.1"
"716.1","716"
"716.2","716.2"
"716.2","716"
"716.9","716.9"
"716.9","716"
"717","717"
"720","720"
"720.1","720.1"
"720.1","720"
"721","721"
"721.1","721.1"
"721.1","721"
"721.2","721.2"
"721.2","721"
"722","722"
"723","723"
"723.1","723.1"
"723.1","723"
"724","724"
"724.1","724.1"
"724.1","724"
"724.2","724.2"
"724.2","724"
"724.8","724.8"
"724.8","724"
"724.9","724.9"
"724.9","724"
"726","726"
"726.1","726.1"
"726.1","726"
"726.2","726.2"
"726.2","726"
"726.3","726.3"
"726.3","726"
"726.4","726.4"
"726.4","726"
"727","727"
"727.1","727.1"
"727.1","727"
"727.2","727.2"
"727.2","727"
"727.4","727.4"
"727.4","727"
"727.5","727.5"
"727.5","727"
"727.6","727.6"
"727.6","727"
"727.7","727.7"
"727.7","727"
"727.8","727.8"
"727.8","727"
"728","728"
"728.1","728.1"
"728.1","728"
"728.2","728.2"
"728.2","728"
"728.7","728.7"
"728.7","728"
"729","729"
"729.1","729.1"
"729.1","729"
"729.3","729.3"
"729.3","729"
"729.7","729.7"
"729.7","729"
"731","731"
"732","732"
"732.1","732.1"
"732.1","732"
"732.2","732.2"
"732.2","732"
"732.7","732.7"
"732.7","732"
"733","733"
"733.2","733.2"
"733.2","733"
"733.4","733.4"
"733.4","733"
"733.6","733.6"
"733.6","733"
"733.8","733.8"
"733.8","733"
"733.9","733.9"
"733.9","733"
"735","735"
"735.1","735.1"
"735.1","735"
"735.2","735.2"
"735.2","735"
"735.21","735.21"
"735.21","735.2"
"735.21","735"
"735.22","735.22"
"735.22","735.2"
"735.22","735"
"735.3","735.3"
"735.3","735"
"736","736"
"736.1","736.1"
